
 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
 5. 7.2003  341.   0.39   0.00    0.7   0.6   0.1   0.0   0.1   0.2       0.000
 6. 7.2003  341.   0.00   0.00    0.0   0.6   0.1   0.0   0.1   0.5       0.000
 7. 7.2003  339.   0.00   0.00    0.0   1.6   0.0   0.0   0.2   1.4      -0.000
 8. 7.2003  336.   0.00   0.00    0.0   3.0   0.0   0.0   0.3   2.7       0.000
 9. 7.2003  334.   0.00   0.00    0.0   2.3   0.0   0.0   0.3   2.1       0.000
10. 7.2003  330.   0.00   0.00    0.0   3.2   0.0   0.0   0.3   3.0      -0.000
11. 7.2003  327.   0.00   0.00    0.0   3.6   0.0   0.0   0.4   3.3      -0.000
12. 7.2003  324.   0.00   0.00    0.0   2.6   0.0   0.0   0.3   2.4       0.000
13. 7.2003  321.   0.00   0.00    0.0   3.3   0.0   0.0   0.3   3.1       0.000
14. 7.2003  316.   0.00   0.00    0.0   4.8   0.0   0.0   0.6   4.5      -0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
15. 7.2003  311.   0.04   0.00    0.1   5.5   0.0   0.0   0.8   5.1       0.000
16. 7.2003  311.   2.90   0.00    6.9   6.8   0.0   0.0   0.8   3.5       0.000
17. 7.2003  307.   0.04   0.00    0.1   3.3   0.0   0.0   0.4   3.1      -0.000
18. 7.2003  304.   0.00   0.00    0.0   3.4   0.0   0.0   0.4   3.2       0.000
19. 7.2003  299.   0.00   0.00    0.0   5.4   0.0   0.0   0.6   5.1      -0.000
20. 7.2003  294.   0.60   0.00    1.4   5.5   0.0   0.0   0.7   4.7       0.000
21. 7.2003  295.   1.93   0.00    4.6   3.7   0.0   0.0   0.3   1.7       0.003
22. 7.2003  292.   0.04   0.00    0.1   3.3   0.0   0.0   0.3   3.1      -0.000
23. 7.2003  291.   0.41   0.00    1.0   2.5   0.0   0.0   0.2   2.0       0.000
24. 7.2003  293.   1.66   0.00    5.3   2.7   0.0   0.0   0.2   0.9       0.003
25. 7.2003  292.   1.25   0.00    3.0   4.1   0.0   0.0   0.4   2.6       0.000
26. 7.2003  295.   1.62   0.00    5.7   2.4   0.0   0.0   0.2   0.7       0.001
27. 7.2003  295.   0.63   0.00    1.5   1.8   0.0   0.0   0.2   1.0       0.000
28. 7.2003  293.   0.00   0.00    0.0   1.6   0.0   0.0   0.2   1.5      -0.000
29. 7.2003  290.   0.00   0.00    0.0   3.5   0.0   0.0   0.3   3.4       0.000
30. 7.2003  287.   0.00   0.00    0.0   2.5   0.0   0.0   0.3   2.3      -0.000
31. 7.2003  285.   0.00   0.00    0.0   2.5   0.0   0.0   0.3   2.4       0.000
 1. 8.2003  280.   0.00   0.00    0.0   4.6   0.0   0.0   0.4   4.4      -0.000
 2. 8.2003  276.   0.00   0.00    0.0   4.4   0.0   0.0   0.4   4.2       0.000
 3. 8.2003  271.   0.00   0.00    0.0   4.5   0.0   0.0   0.4   4.4       0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
 4. 8.2003  266.   0.00   0.00    0.0   4.8   0.0   0.0   0.4   4.7      -0.000
 5. 8.2003  262.   0.00   0.00    0.0   4.8   0.0   0.0   0.5   4.7       0.000
 6. 8.2003  257.   0.00   0.00    0.0   4.8   0.0   0.0   0.5   4.7      -0.000
 7. 8.2003  252.   0.00   0.00    0.0   4.8   0.0   0.0   0.5   4.9       0.000
 8. 8.2003  247.   0.00   0.00    0.0   5.0   0.0   0.0   0.7   5.7       0.000
 9. 8.2003  242.   0.00   0.00    0.0   4.8   0.0   0.0   0.7   5.8      -0.000
10. 8.2003  238.   0.00   0.00    0.0   4.4   0.0   0.0   0.7   5.4       0.000
11. 8.2003  234.   0.00   0.00    0.0   4.0   0.0   0.0   0.7   4.9       0.000
12. 8.2003  230.   0.04   0.00    0.1   3.9   0.0   0.0   0.6   5.3       0.000
13. 8.2003  227.   0.27   0.00    0.6   3.7   0.0   0.0   0.6   4.1      -0.000
14. 8.2003  224.   0.04   0.00    0.1   2.7   0.0   0.0   0.4   2.7       0.000
15. 8.2003  222.   0.00   0.00    0.0   2.8   0.0   0.0   0.4   2.8       0.000
16. 8.2003  219.   0.00   0.00    0.0   3.0   0.0   0.0   0.3   3.5      -0.000
17. 8.2003  216.   0.04   0.00    0.1   2.9   0.0   0.0   0.5   3.6       0.000
18. 8.2003  221.   1.75   0.00    7.6   2.7   0.0   0.0   0.2   0.9       0.007
19. 8.2003  219.   0.04   0.00    0.1   1.9   0.0   0.0   0.3   1.7       0.000
20. 8.2003  216.   0.00   0.00    0.0   2.9   0.0   0.0   0.3   2.9       0.000
21. 8.2003  213.   0.00   0.00    0.0   2.9   0.0   0.0   0.3   2.9       0.000
22. 8.2003  212.   0.52   0.00    1.2   2.7   0.0   0.0   0.5   2.1       0.000
23. 8.2003  221.   0.74   0.00   10.5   1.0   0.0   0.0   0.1   0.2       0.003

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
24. 8.2003  220.   0.52   0.00    0.0   1.0   0.0   0.0   0.1   0.4      -0.000
25. 8.2003  217.   0.00   0.00    0.0   2.7   0.0   0.0   0.3   2.6       0.000
26. 8.2003  214.   0.04   0.00    0.1   3.0   0.0   0.0   0.4   2.9      -0.000
27. 8.2003  214.   0.00   0.00    0.0   0.9   0.0   0.0   0.3   0.8       0.000
28. 8.2003  219.   1.63   0.00    7.5   2.6   0.0   0.0   0.2   0.9       0.005
29. 8.2003  231.   0.64   0.00   14.1   0.9   0.0   0.0   0.1   0.2       0.001
30. 8.2003  232.   1.64   0.00    2.5   2.4   0.0   0.0   0.2   0.6      -0.000
31. 8.2003  237.   1.35   0.00    6.9   1.8   0.0   0.0   0.1   0.3       0.001
 1. 9.2003  245.   1.08   0.00    9.4   1.4   0.0   0.0   0.1   0.2       0.000
 2. 9.2003  243.   0.34   0.00    0.0   1.9   0.0   0.0   0.2   1.4      -0.000
 3. 9.2003  241.   0.00   0.00    0.0   2.3   0.0   0.0   0.2   2.2      -0.000
 4. 9.2003  239.   0.00   0.00    0.0   1.4   0.0   0.0   0.2   1.3       0.000
 5. 9.2003  237.   0.00   0.00    0.0   2.6   0.0   0.0   0.4   2.4       0.000
 6. 9.2003  235.   0.15   0.00    0.4   2.4   0.0   0.0   0.4   2.1      -0.000
 7. 9.2003  236.   1.09   0.00    3.0   1.5   0.0   0.0   0.1   0.3      -0.000
 8. 9.2003  238.   0.59   0.00    3.7   0.7   0.0   0.0   0.1   0.1       0.000
 9. 9.2003  237.   0.78   0.00    0.1   1.9   0.0   0.0   0.2   1.0      -0.000
10. 9.2003  278.   1.22   0.00   42.2   1.6   0.0   0.0   0.1   0.3       0.003
11. 9.2003  287.   0.61   0.00   10.7   0.7   0.0   0.0   0.1   0.0       0.000
12. 9.2003  287.   0.88   0.00    0.3   1.6   0.0   0.0   0.1   0.6       0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
13. 9.2003  285.   0.00   0.00    0.0   1.7   0.0   0.0   0.2   1.5      -0.000
14. 9.2003  283.   0.00   0.00    0.0   2.1   0.0   0.0   0.2   1.9      -0.000
15. 9.2003  281.   0.00   0.00    0.0   2.0   0.0   0.0   0.2   1.9      -0.000
16. 9.2003  279.   0.00   0.00    0.0   2.0   0.0   0.0   0.2   1.9       0.000
17. 9.2003  277.   0.00   0.00    0.0   2.3   0.0   0.0   0.2   2.2      -0.000
18. 9.2003  274.   0.00   0.00    0.0   2.9   0.0   0.0   0.3   2.7      -0.000
19. 9.2003  271.   0.00   0.00    0.0   3.0   0.0   0.0   0.3   2.8       0.000
20. 9.2003  268.   0.00   0.00    0.0   3.0   0.0   0.0   0.3   2.8       0.000
21. 9.2003  265.   0.00   0.00    0.0   2.8   0.0   0.0   0.4   2.6      -0.000
22. 9.2003  269.   2.32   0.00    8.6   4.4   0.0   0.0   0.5   1.8       0.007
23. 9.2003  270.   0.85   0.00    2.0   1.2   0.0   0.0   0.1   0.3      -0.000
24. 9.2003  269.   0.00   0.00    0.0   1.2   0.0   0.0   0.1   1.1       0.000
25. 9.2003  267.   0.00   0.00    0.0   1.7   0.0   0.0   0.3   1.5      -0.000
26. 9.2003  266.   0.22   0.00    0.5   2.1   0.0   0.0   0.4   1.7       0.000
27. 9.2003  265.   0.11   0.00    0.3   0.8   0.0   0.0   0.1   0.6      -0.000
28. 9.2003  269.   0.43   0.00    5.4   0.5   0.0   0.0   0.1   0.1       0.001
29. 9.2003  275.   0.58   0.00    6.9   0.6   0.0   0.0   0.0   0.0       0.001
30. 9.2003  275.   0.81   0.00    0.0   1.1   0.0   0.0   0.1   0.2      -0.000
 1.10.2003  278.   1.11   0.00    4.4   1.4   0.0   0.0   0.1   0.2       0.001
 2.10.2003  277.   0.25   0.00    0.0   0.7   0.0   0.0   0.1   0.4      -0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
 3.10.2003  323.   0.31   0.00   47.1   0.4   0.0   0.0   0.0   0.1       0.001
 4.10.2003  323.   1.08   0.00    0.6   1.2   0.0   0.0   0.1   0.1       0.000
 5.10.2003  324.   0.46   0.00    1.1   0.9   0.0   0.0   0.1   0.3       0.000
 6.10.2003  337.   0.36   0.00   14.2   0.4   0.0   0.0   0.1   0.0       0.000
 7.10.2003  351.   0.57   0.00   14.6   0.6   0.0   0.0   0.1   0.0       0.000
 8.10.2003  362.   0.55   0.00   11.7   0.6   0.0   0.0   0.1   0.0      -0.000
 9.10.2003  364.   1.52   0.00    3.7   1.6   0.0   0.0   0.1   0.0       0.000
10.10.2003  365.   0.53   0.00    0.5   0.6   0.0   0.0   0.0   0.0      -0.000
11.10.2003  364.   0.03   0.00    0.0   0.3   0.0   0.0   0.1   0.2      -0.000
12.10.2003  364.   0.00   0.00    0.0   0.7   0.0   0.0   0.1   0.6      -0.000
13.10.2003  363.   0.00   0.00    0.0   0.6   0.0   0.0   0.1   0.5      -0.000
14.10.2003  363.   0.00   0.00    0.0   0.5   0.0   0.0   0.2   0.4       0.000
15.10.2003  362.   0.00   0.00    0.0   0.5   0.0   0.0   0.1   0.4      -0.000
16.10.2003  362.   0.00   0.00    0.0   0.4   0.0   0.0   0.1   0.3      -0.000
17.10.2003  361.   0.00   0.00    0.0   0.6   0.0   0.0   0.2   0.4      -0.000
18.10.2003  360.   0.00   0.00    0.0   0.6   0.0   0.0   0.2   0.5      -0.000
19.10.2003  360.   0.00   0.00    0.0   0.4   0.0   0.0   0.1   0.4       0.000
20.10.2003  360.   0.00   0.00    0.0   0.1   0.0   0.0   0.1   0.1       0.000
21.10.2003  365.   0.03   0.00    6.4   0.0   0.0   0.0   0.0   0.0       0.000
22.10.2003  367.   0.06   0.00    1.3   0.1   0.0   0.0   0.0   0.0      -0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
23.10.2003  367.   0.20   0.00    0.0   0.2   0.0   0.0   0.0   0.0      -0.000
24.10.2003  367.   0.47   0.00    0.0   0.5   0.0   0.0   0.0   0.0      -0.000
25.10.2003  371.   0.22   0.00    4.8   0.2   0.0   0.0   0.0   0.0       0.000
26.10.2003  376.   0.00   0.00    5.8  -0.0   0.0   0.0  -0.0   0.0      -0.000
27.10.2003  377.   0.24   0.00    0.3   0.2   0.0   0.0   0.0   0.0      -0.000
28.10.2003  378.   0.76   0.00    1.6   0.8   0.0   0.0   0.1   0.0       0.000
29.10.2003  382.   0.39   0.00    5.0   0.4   0.0   0.0   0.0   0.0       0.000
30.10.2003  382.   0.06   0.00    0.3   0.1   0.0   0.0  -0.0   0.0      -0.000
31.10.2003  383.   0.23   0.00    1.1   0.2   0.0   0.0   0.0   0.0      -0.000
 1.11.2003  384.   0.43   0.00    1.6   0.4   0.0   0.0   0.0   0.0       0.000
 2.11.2003  385.   0.89   0.00    1.6   1.0   0.0   0.0   0.1   0.0      -0.000
 3.11.2003  388.   0.40   0.00    4.0   0.5   0.0   0.0   0.1   0.0       0.000
 4.11.2003  388.   0.33   0.00    0.0   0.7   0.0   0.0   0.2   0.2      -0.000
 5.11.2003  388.   0.00   0.00    0.0   0.5   0.0   0.0   0.1   0.4       0.000
 6.11.2003  387.   0.00   0.00    0.0   0.5   0.0   0.0   0.2   0.4      -0.000
 7.11.2003  387.   0.00   0.00    0.0   0.1   0.1   0.0   0.1   0.1       0.000
 8.11.2003  387.   0.00   0.00    0.0   0.2   0.1   0.0   0.3   0.1      -0.000
 9.11.2003  386.   0.00   0.00    0.0   0.4   0.1   0.0   0.2   0.3       0.000
10.11.2003  386.   0.00   0.00    0.0   0.1   0.1   0.0   0.1   0.0      -0.000
11.11.2003  386.   0.00   0.00    0.0   0.1   0.1   0.0   0.1   0.1       0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
12.11.2003  385.   0.00   0.00    0.0   0.1   0.1   0.0   0.1   0.1      -0.000
13.11.2003  386.  -0.00   0.00    0.9   0.0   0.1   0.0  -0.0   0.0       0.000
14.11.2003  386.   0.00   0.00    0.1  -0.0   0.1   0.0  -0.0   0.0       0.000
15.11.2003  386.   0.18   0.00    0.1   0.2   0.2   0.0   0.1   0.0      -0.000
16.11.2003  404.  -0.01   0.00   18.5  -0.0   0.2   0.0  -0.0   0.0       0.000
17.11.2003  407.  -0.02   0.00    2.8  -0.1   0.2   0.0  -0.0   0.0      -0.000
18.11.2003  409.   0.10   0.00    2.3   0.1   0.2   0.0   0.0   0.0      -0.000
19.11.2003  412.  -0.03   0.00    3.5  -0.1   0.2   0.0  -0.0   0.0      -0.000
20.11.2003  412.   0.08   0.00    0.0   0.1   0.2   0.0  -0.0   0.0      -0.000
21.11.2003  412.   0.31   0.00    0.0   0.4   0.2   0.0   0.1   0.0       0.000
22.11.2003  412.   0.17   0.00    1.3   0.2   0.2   0.0   0.1   0.0      -0.000
23.11.2003  412.   0.04   0.00    0.4   0.3   0.3   0.0   0.3   0.1      -0.000
24.11.2003  411.   0.00   0.00    0.0   0.2   0.4   0.0   0.3   0.1      -0.000
25.11.2003  411.   0.00   0.00    0.0   0.1   0.5   0.0   0.1   0.0       0.000
26.11.2003  410.   0.00   0.00    0.0   0.0   0.6   0.0   0.1   0.0      -0.000
27.11.2003  417.   0.00   0.00    7.9  -0.0   0.6   0.0  -0.0   0.0      -0.000
28.11.2003  420.  -0.04   0.00    3.6  -0.1   0.7   0.0  -0.1   0.0       0.000
29.11.2003  420.   0.02   0.00    0.0  -0.0   0.7   0.0  -0.0   0.0      -0.000
30.11.2003  420.   0.12   0.00    0.6   0.1   0.8   0.0   0.0   0.0      -0.000
 1.12.2003  419.   0.15   0.00    0.0   0.2   0.8   0.0   0.0   0.0      -0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
 2.12.2003  418.   0.01   0.00    0.1   0.1   0.9   0.0   0.1   0.0       0.000
 3.12.2003  417.   0.01   0.00    0.2   0.0   1.0   0.0   0.0   0.0      -0.000
 4.12.2003  416.  -0.06   0.00    0.4  -0.1   1.1   0.0  -0.1   0.0       0.000
 5.12.2003  417.   0.01   0.00    1.4  -0.0   1.1   0.0  -0.0   0.0      -0.000
 6.12.2003  417.   0.21   0.11    1.1   0.2   1.1   0.0   0.2   0.0       0.000
 7.12.2003  416.   0.00   0.00    0.0  -0.0   1.1   0.0  -0.1   0.0       0.000
 8.12.2003  415.   0.00   0.00    0.1   0.0   1.0   0.0   0.1   0.0      -0.000
 9.12.2003  414.   0.01   0.00    0.1   0.0   1.0   0.0   0.6   0.0      -0.000
10.12.2003  413.   0.00   0.00    0.0   0.1   1.0   0.0   0.3   0.0       0.000
11.12.2003  412.  -0.01   1.92    2.4  -0.0   1.0   0.0  -0.0   0.0       0.000
12.12.2003  418.  -0.00   3.48    8.9  -0.1   1.0   0.0  -0.1   0.0      -0.000
13.12.2003  473.   0.03   0.00   52.2  -0.4   1.8   0.0   0.0   0.0       0.000
14.12.2003  469.   0.07   0.00    7.6   0.0  11.2   0.0   0.1   0.0      -0.000
15.12.2003  457.  -0.05   0.00    0.0  -0.1  12.2   0.0  -0.1   0.0      -0.000
16.12.2003  453.  -0.02   0.79    5.7  -0.0   8.3   0.0  -0.1   0.0       0.000
17.12.2003  451.   0.06   0.00    2.5  -0.0   6.2   0.0  -0.0   0.0       0.000
18.12.2003  445.   0.21   0.00    0.0   0.2   5.3   0.0  -0.0   0.0      -0.000
19.12.2003  441.   0.01   0.00    0.2   0.0   4.7   0.0  -0.1   0.0      -0.000
20.12.2003  446.   0.04   0.00    9.5  -0.0   4.1   0.0  -0.0   0.0       0.000
21.12.2003  447.   0.28   0.00    4.3   0.3   3.6   0.0   0.2   0.0      -0.000

 date      store  inter   snow   rain    et drain   lat    ep    tp  mbal error
           ------------------------- mm ----------------------------------------
22.12.2003  443.  -0.06   0.00    0.0  -0.1   3.5   0.0  -0.1   0.0      -0.000
23.12.2003  439.  -0.10   0.00    0.1  -0.1   3.8   0.0  -0.0   0.0      -0.000
24.12.2003  436.   0.16   0.00    0.0   0.1   3.7   0.0   0.0   0.0      -0.000
25.12.2003  434.   0.14   0.99    2.5   0.1   3.3   0.0   0.0   0.0       0.000
26.12.2003  433.  -0.01   0.00    0.8  -0.1   2.9   0.0  -0.1   0.0       0.000
27.12.2003  436.   0.06   0.00    5.5   0.0   2.6   0.0  -0.0   0.0       0.000
28.12.2003  435.   0.22   0.00    1.5   0.3   2.4   0.0   0.2   0.0      -0.000
29.12.2003  432.  -0.00   0.00    0.0   0.0   2.3   0.0   0.1   0.0      -0.000
30.12.2003  430.   0.00   0.00    0.0  -0.0   2.3   0.0  -0.0   0.0      -0.000
31.12.2003  428.   0.00   0.00    0.0  -0.0   2.3   0.0  -0.0   0.0       0.000

 total              inter     snow     rain      et   drain     lat
           ------------------------- mm ----------------------------------------
                   156.11     0.00   2370.5   841.8  1521.7     0.0
 that is the end
