YR,MO,DA,DOY,MESFL,FLOW,EVAP,TRAN,IRVP,ISVP,SLVP,SNVP,PINT,PTRAN,PSLVP
2002,  1,  1,   1,  0.000,  0.196,  0.012,  0.000,  0.000,  0.012,  0.000,  0.000,  0.221,  0.000, -0.039
2002,  1,  2,   2,  0.000,  0.222,  0.065,  0.000,  0.000,  0.065,  0.000,  0.000,  0.112,  0.000, -0.098
2002,  1,  3,   3,  0.000,  0.301,  0.016,  0.000,  0.000,  0.001,  0.000,  0.015,  0.185,  0.000,  0.031
2002,  1,  4,   4,  0.000,  0.475,  0.041,  0.000,  0.000,  0.000,  0.000,  0.041,  0.388,  0.000,  0.042
2002,  1,  5,   5,  0.000,  0.758,  0.037,  0.000,  0.000,  0.000,  0.000,  0.037,  0.902,  0.000,  0.216
2002,  1,  6,   6,  0.000,  1.042,  0.019,  0.000,  0.003,  0.088,  0.000, -0.072,  0.150,  0.000, -0.199
2002,  1,  7,   7,  0.000,  1.204, -0.027,  0.000, -0.000, -0.047,  0.000,  0.020, -0.047,  0.000, -0.316
2002,  1,  8,   8,  0.000,  1.256,  0.147,  0.000,  0.041,  0.061,  0.000,  0.045,  0.103,  0.000, -0.077
2002,  1,  9,   9,  0.000,  1.253,  0.007,  0.000,  0.002,  0.000,  0.000,  0.005,  0.080,  0.000, -0.025
2002,  1, 10,  10,  0.000,  1.229,  0.008,  0.000,  0.000,  0.000,  0.000,  0.008,  0.196,  0.000,  0.034
2002,  1, 11,  11,  0.000,  1.195,  0.060,  0.000,  0.000,  0.046,  0.000,  0.013,  0.175,  0.000,  0.009
2002,  1, 12,  12,  0.000,  1.157, -0.072,  0.000,  0.000, -0.017,  0.000, -0.056, -0.017,  0.000, -0.274
2002,  1, 13,  13,  0.000,  1.118, -0.001,  0.000,  0.000, -0.029,  0.000,  0.028, -0.029,  0.000, -0.287
2002,  1, 14,  14,  0.000,  1.079,  0.058,  0.000,  0.000,  0.050,  0.000,  0.008,  0.050,  0.000, -0.100
2002,  1, 15,  15,  0.000,  1.042,  0.059,  0.000, -0.000,  0.050,  0.000,  0.008,  0.050,  0.000, -0.078
2002,  1, 16,  16,  0.000,  1.009, -0.036,  0.000,  0.000, -0.023,  0.000, -0.013, -0.023,  0.000, -0.232
2002,  1, 17,  17,  0.000,  0.978,  0.065,  0.000, -0.000,  0.072,  0.000, -0.007,  0.072,  0.000, -0.095
2002,  1, 18,  18,  0.000,  0.950, -0.071,  0.000,  0.000, -0.057,  0.000, -0.014, -0.057,  0.000, -0.281
2002,  1, 19,  19,  0.000,  0.921, -0.028,  0.000,  0.000,  0.008,  0.000, -0.036,  0.008,  0.000, -0.215
2002,  1, 20,  20,  0.000,  0.894, -0.296,  0.000, -0.000, -0.083,  0.000, -0.213, -0.083,  0.000, -0.192
2002,  1, 21,  21,  0.000,  0.870, -0.819,  0.000,  0.000, -0.051, -0.183, -0.585, -0.051,  0.000, -0.149
2002,  1, 22,  22,  0.000,  0.864,  0.245,  0.000, -0.000,  0.227,  0.018,  0.000,  0.227,  0.000,  0.099
2002,  1, 23,  23,  0.000,  0.963,  0.594,  0.000,  0.313,  0.174,  0.106,  0.000,  0.487,  0.000,  0.255
2002,  1, 24,  24,  0.000,  1.372,  0.323,  0.000,  0.128,  0.000,  0.195,  0.000,  0.878,  0.000,  0.503
2002,  1, 25,  25,  0.000,  2.158,  0.197,  0.000,  0.191,  0.006,  0.000,  0.000,  0.836,  0.000,  0.374
2002,  1, 26,  26,  0.000,  2.665,  0.509,  0.000,  0.302,  0.000,  0.207,  0.000,  0.912,  0.000,  0.551
2002,  1, 27,  27,  0.000,  8.496,  0.365,  0.000,  0.240,  0.000,  0.125,  0.000,  0.540,  0.000,  0.306
2002,  1, 28,  28,  0.000, 11.633,  0.735,  0.000,  0.384,  0.000,  0.351,  0.000,  1.403,  0.000,  0.836
2002,  1, 29,  29,  0.000,  8.951,  0.666,  0.000,  0.043,  0.000,  0.623,  0.000,  2.387,  0.000,  1.252
2002,  1, 30,  30,  0.000,  7.180,  0.282,  0.000,  0.019,  0.000,  0.263,  0.000,  0.894,  0.000,  0.447
2002,  1, 31,  31,  0.000,  5.525,  0.405,  0.000,  0.012,  0.000,  0.392,  0.000,  1.525,  0.000,  0.763
2002,  2,  1,  32,  0.000,  4.401,  0.297,  0.000,  0.019,  0.000,  0.278,  0.000,  0.946,  0.000,  0.545
2002,  2,  2,  33,  0.000,  3.621,  0.484,  0.000,  0.000,  0.000,  0.484,  0.000,  2.019,  0.000,  0.889
2002,  2,  3,  34,  0.000,  3.064,  0.682,  0.000,  0.006,  0.000,  0.676,  0.000,  2.932,  0.000,  1.233
2002,  2,  4,  35,  0.000,  2.644,  0.924,  0.000,  0.143,  0.000,  0.781,  0.000,  2.991,  0.000,  1.516
2002,  2,  5,  36,  0.000,  2.311,  0.355,  0.000,  0.206,  0.000,  0.148,  0.000,  0.678,  0.000,  0.330
2002,  2,  6,  37,  0.000,  2.051,  0.363,  0.000,  0.100,  0.000,  0.263,  0.000,  1.000,  0.000,  0.468
2002,  2,  7,  38,  0.000,  1.867,  0.177,  0.000,  0.053,  0.000,  0.124,  0.000,  0.587,  0.000,  0.249
2002,  2,  8,  39,  0.000,  1.762,  0.316,  0.000,  0.212,  0.000,  0.104,  0.000,  0.462,  0.000,  0.273
2002,  2,  9,  40,  0.000,  1.705,  0.087,  0.000,  0.093,  0.000, -0.006,  0.000,  0.159,  0.000,  0.078
2002,  2, 10,  41,  0.000,  1.673,  0.243,  0.000,  0.226,  0.000,  0.017,  0.000,  0.244,  0.000,  0.105
2002,  2, 11,  42,  0.000,  1.854,  0.224,  0.000,  0.203,  0.000,  0.021,  0.000,  0.265,  0.000,  0.160
2002,  2, 12,  43,  0.000,  6.182,  1.041,  0.000,  0.502,  0.000,  0.540,  0.000,  1.871,  0.000,  1.199
2002,  2, 13,  44,  0.000, 14.089,  0.179,  0.000,  0.069,  0.000,  0.110,  0.000,  0.340,  0.000,  0.207
2002,  2, 14,  45,  0.000,  9.623,  0.166,  0.000,  0.000,  0.000,  0.166,  0.000,  0.834,  0.000,  0.437
2002,  2, 15,  46,  0.000,  6.684,  0.353,  0.000,  0.000,  0.000,  0.353,  0.000,  1.513,  0.000,  0.662
2002,  2, 16,  47,  0.000,  5.067,  0.390,  0.000,  0.000,  0.000,  0.390,  0.000,  1.677,  0.000,  0.662
2002,  2, 17,  48,  0.000,  4.047,  0.365,  0.000,  0.000,  0.000,  0.365,  0.000,  1.338,  0.000,  0.532
2002,  2, 18,  49,  0.000,  3.346,  0.031,  0.000,  0.025,  0.007,  0.000,  0.000,  0.382,  0.000,  0.155
2002,  2, 19,  50,  0.000,  2.834,  0.036,  0.000,  0.073,  0.000, -0.037,  0.000,  0.126,  0.000, -0.020
2002,  2, 20,  51,  0.000,  2.472,  0.328,  0.000,  0.259,  0.000,  0.069,  0.000,  0.276,  0.000,  0.208
2002,  2, 21,  52,  0.000,  3.273,  0.285,  0.000,  0.035,  0.000,  0.250,  0.000,  0.776,  0.000,  0.527
2002,  2, 22,  53,  0.000,  8.169,  0.362,  0.000,  0.107,  0.256,  0.000,  0.000,  0.438,  0.000,  0.231
2002,  2, 23,  54,  0.000,  6.468,  0.290,  0.000,  0.140,  0.081,  0.000,  0.069,  0.321,  0.000,  0.204
2002,  2, 24,  55,  0.000,  5.353,  0.099,  0.000,  0.005,  0.008,  0.000,  0.086,  0.070,  0.000, -0.007
2002,  2, 25,  56,  0.000,  4.593, -0.020,  0.000,  0.014,  0.034,  0.000, -0.068,  0.058,  0.000, -0.010
2002,  2, 26,  57,  0.000, 27.703,  0.274,  0.000,  0.378,  0.361,  0.000, -0.465,  0.887,  0.000,  0.567
2002,  2, 27,  58,  0.000, 21.126,  0.513,  0.000,  0.026,  0.000,  0.422,  0.065,  1.609,  0.000,  0.862
2002,  2, 28,  59,  0.000, 10.347,  0.643,  0.000,  0.335,  0.000,  0.307,  0.000,  1.112,  0.000,  0.633
2002,  3,  1,  60,  0.000,  7.331,  0.094,  0.000,  0.028,  0.066,  0.000,  0.000,  0.114,  0.000,  0.078
2002,  3,  2,  61,  0.000,  6.230,  0.310,  0.000,  0.122,  0.084,  0.000,  0.104,  0.451,  0.000,  0.221
2002,  3,  3,  62,  0.000,  5.260,  0.075,  0.000,  0.028,  0.012,  0.000,  0.034,  0.248,  0.000,  0.091
2002,  3,  4,  63,  0.000,  4.386, -0.118,  0.000,  0.010,  0.000, -0.042, -0.086,  0.056,  0.000, -0.032
2002,  3,  5,  64,  0.000,  3.725,  0.229,  0.000,  0.006,  0.000,  0.224,  0.000,  0.665,  0.000,  0.296
2002,  3,  6,  65,  0.000,  3.312,  0.676,  0.000,  0.331,  0.000,  0.345,  0.000,  1.088,  0.000,  0.712
2002,  3,  7,  66,  0.000,  3.040,  0.757,  0.000,  0.307,  0.000,  0.450,  0.000,  1.440,  0.000,  1.064
2002,  3,  8,  67,  0.000,  3.005,  0.550,  0.000,  0.000,  0.000,  0.550,  0.000,  1.389,  0.000,  0.865
2002,  3,  9,  68,  0.000,  3.290,  0.426,  0.000,  0.256,  0.000,  0.170,  0.000,  0.789,  0.000,  0.341
2002,  3, 10,  69,  0.000,  3.337,  0.917,  0.000,  0.193,  0.000,  0.724,  0.000,  2.299,  0.000,  1.415
2002,  3, 11,  70,  0.000,  3.172,  1.031,  0.000,  0.000,  0.000,  1.031,  0.000,  2.920,  0.000,  1.556
2002,  3, 12,  71,  0.000,  3.043,  0.683,  0.000,  0.033,  0.000,  0.651,  0.000,  1.770,  0.000,  0.819
2002,  3, 13,  72,  0.000,  2.848,  0.169,  0.000,  0.167,  0.003,  0.000,  0.000,  0.288,  0.000,  0.071
2002,  3, 14,  73,  0.000,  2.577,  0.125,  0.000,  0.103,  0.021,  0.000,  0.000,  0.277,  0.000,  0.220
2002,  3, 15,  74,  0.000,  2.366,  0.089,  0.000,  0.002,  0.020,  0.000,  0.066,  0.041,  0.000,  0.028
2002,  3, 16,  75,  0.000,  2.288,  0.032,  0.000,  0.020,  0.000,  0.164, -0.152,  0.277,  0.000,  0.277
2002,  3, 17,  76,  0.000,  2.242,  0.719,  0.000,  0.007,  0.000,  0.713,  0.000,  1.504,  0.000,  1.118
2002,  3, 18,  77,  0.000,  2.151,  1.518,  0.000,  0.556,  0.000,  0.962,  0.000,  2.435,  0.000,  1.516
2002,  3, 19,  78,  0.000,  2.025,  0.621,  0.000,  0.192,  0.000,  0.428,  0.000,  1.468,  0.000,  0.821
2002,  3, 20,  79,  0.000,  1.967,  0.679,  0.000,  0.295,  0.000,  0.384,  0.000,  0.870,  0.000,  0.654
2002,  3, 21,  80,  0.000,  2.162,  0.404,  0.000,  0.152,  0.000,  0.253,  0.000,  0.693,  0.000,  0.454
2002,  3, 22,  81,  0.000,  2.558,  0.645,  0.000,  0.268,  0.000,  0.376,  0.000,  0.710,  0.000,  0.635
2002,  3, 23,  82,  0.000,  2.922,  0.056,  0.000,  0.053,  0.004,  0.000,  0.000,  0.747,  0.000,  0.589
2002,  3, 24,  83,  0.000,  3.167,  0.055,  0.000,  0.047,  0.008,  0.000,  0.000,  0.732,  0.000,  0.423
2002,  3, 25,  84,  0.000,  3.252,  0.373,  0.000,  0.000,  0.000,  0.373,  0.000,  0.980,  0.000,  0.563
2002,  3, 26,  85,  0.000,  3.084,  0.501,  0.000,  0.000,  0.000,  0.501,  0.000,  1.001,  0.000,  0.680
2002,  3, 27,  86,  0.000,  2.808,  0.635,  0.000,  0.000,  0.000,  0.635,  0.000,  1.173,  0.000,  0.947
2002,  3, 28,  87,  0.000,  2.509,  0.884,  0.000,  0.000,  0.000,  0.884,  0.000,  2.025,  0.000,  1.458
2002,  3, 29,  88,  0.000,  2.229,  1.125,  0.000,  0.000,  0.000,  1.125,  0.000,  2.805,  0.000,  1.862
2002,  3, 30,  89,  0.000,  1.983,  0.938,  0.000,  0.000,  0.000,  0.938,  0.000,  2.073,  0.000,  1.216
2002,  3, 31,  90,  0.000,  1.768,  1.029,  0.000,  0.000,  0.000,  1.029,  0.000,  2.263,  0.000,  1.354
2002,  4,  1,  91,  0.000,  1.582,  0.841,  0.000,  0.000,  0.000,  0.841,  0.000,  1.885,  0.000,  1.165
2002,  4,  2,  92,  0.000,  1.419,  1.278,  0.000,  0.000,  0.000,  1.278,  0.000,  3.833,  0.000,  2.438
2002,  4,  3,  93,  0.000,  1.280,  1.155,  0.000,  0.000,  0.000,  1.155,  0.000,  4.448,  0.000,  3.049
2002,  4,  4,  94,  0.000,  1.160,  0.954,  0.000,  0.000,  0.000,  0.954,  0.000,  3.769,  0.000,  2.505
2002,  4,  5,  95,  0.000,  1.055,  0.782,  0.000,  0.000,  0.000,  0.782,  0.000,  2.949,  0.000,  1.990
2002,  4,  6,  96,  0.000,  0.962,  0.451,  0.000,  0.000,  0.000,  0.451,  0.000,  1.384,  0.000,  1.035
2002,  4,  7,  97,  0.000,  0.880,  0.865,  0.000,  0.000,  0.000,  0.865,  0.000,  2.206,  0.000,  1.554
2002,  4,  8,  98,  0.000,  0.809,  0.806,  0.000,  0.000,  0.000,  0.806,  0.000,  2.576,  0.000,  1.795
2002,  4,  9,  99,  0.000,  0.745,  0.009,  0.000,  0.008,  0.001,  0.000,  0.000,  2.482,  0.000,  1.602
2002,  4, 10, 100,  0.000,  0.690,  0.537,  0.000,  0.000,  0.000,  0.537,  0.000,  2.041,  0.000,  1.342
2002,  4, 11, 101,  0.000,  0.641,  0.485,  0.000,  0.000,  0.000,  0.485,  0.000,  1.406,  0.000,  1.017
2002,  4, 12, 102,  0.000,  0.597,  0.865,  0.000,  0.000,  0.000,  0.865,  0.000,  2.050,  0.000,  1.674
2002,  4, 13, 103,  0.000,  0.559,  0.189,  0.000,  0.127,  0.000,  0.063,  0.000,  0.217,  0.000,  0.111
2002,  4, 14, 104,  0.000,  0.525,  0.134,  0.000,  0.090,  0.000,  0.044,  0.000,  0.090,  0.000,  0.094
2002,  4, 15, 105,  0.000,  0.496,  0.124,  0.000,  0.090,  0.000,  0.034,  0.000,  0.090,  0.000,  0.082
2002,  4, 16, 106,  0.000,  0.473,  0.223,  0.000,  0.122,  0.000,  0.101,  0.000,  0.122,  0.000,  0.136
2002,  4, 17, 107,  0.000,  0.472,  0.168,  0.000,  0.094,  0.000,  0.073,  0.000,  0.094,  0.000,  0.096
2002,  4, 18, 108,  0.000,  0.530,  1.225,  0.000,  0.274,  0.000,  0.952,  0.000,  1.303,  0.000,  1.242
2002,  4, 19, 109,  0.000,  0.738,  0.993,  0.000,  0.005,  0.000,  0.988,  0.000,  1.508,  0.000,  1.259
2002,  4, 20, 110,  0.000,  1.228,  1.002,  0.000,  0.000,  0.000,  1.002,  0.000,  1.405,  0.000,  1.232
2002,  4, 21, 111,  0.000,  1.778,  1.176,  0.000,  0.000,  0.000,  1.176,  0.000,  1.586,  0.000,  1.517
2002,  4, 22, 112,  0.000,  1.956,  1.563,  0.000,  0.000,  0.000,  1.563,  0.000,  2.655,  0.000,  2.097
2002,  4, 23, 113,  0.000,  1.884,  1.268,  0.000,  0.358,  0.000,  0.910,  0.000,  1.791,  0.000,  1.272
2002,  4, 24, 114,  0.000,  1.735,  0.158,  0.000,  0.086,  0.000,  0.071,  0.000,  0.162,  0.000,  0.105
2002,  4, 25, 115,  0.000,  1.578,  1.501,  0.000, -0.000,  0.000,  1.501,  0.000,  2.155,  0.000,  1.982
2002,  4, 26, 116,  0.000,  1.463,  1.134,  0.000,  0.378,  0.000,  0.756,  0.000,  1.368,  0.000,  1.112
2002,  4, 27, 117,  0.000,  1.395,  0.600,  0.000,  0.249,  0.000,  0.351,  0.000,  0.597,  0.000,  0.683
2002,  4, 28, 118,  0.000,  1.377,  0.369,  0.000,  0.170,  0.000,  0.199,  0.000,  0.291,  0.000,  0.353
2002,  4, 29, 119,  0.000,  2.504,  1.200,  0.000,  0.380,  0.000,  0.820,  0.000,  1.575,  0.000,  1.485
2002,  4, 30, 120,  0.000,  8.365,  1.196,  0.000,  0.037,  0.000,  1.159,  0.000,  2.313,  0.000,  1.791
2002,  5,  1, 121,  0.000,  6.938,  1.299,  0.000,  0.062,  0.000,  1.236,  0.000,  2.515,  0.000,  1.836
2002,  5,  2, 122,  0.000,  5.301,  1.151,  0.035,  0.369,  0.000,  0.747,  0.000,  1.187,  0.035,  0.930
2002,  5,  3, 123,  0.000,  4.241,  0.190,  0.003,  0.096,  0.000,  0.091,  0.000,  0.165,  0.003,  0.137
2002,  5,  4, 124,  0.000,  7.866,  0.132,  0.000,  0.096,  0.000,  0.036,  0.000,  0.096,  0.000,  0.063
2002,  5,  5, 125,  0.000, 14.653,  0.707,  0.086,  0.174,  0.000,  0.446,  0.000,  0.905,  0.086,  0.535
2002,  5,  6, 126,  0.000,  9.377,  0.192,  0.008,  0.128,  0.000,  0.056,  0.000,  0.219,  0.008,  0.077
2002,  5,  7, 127,  0.000,  6.540,  2.372,  0.800,  0.177,  0.000,  1.395,  0.000,  3.252,  0.800,  1.638
2002,  5,  8, 128,  0.000,  5.135,  1.413,  0.525,  0.000,  0.000,  0.888,  0.000,  2.611,  0.526,  1.115
2002,  5,  9, 129,  0.000,  4.099,  2.090,  0.932,  0.000,  0.000,  1.158,  0.000,  4.618,  0.933,  1.418
2002,  5, 10, 130,  0.000,  3.306,  2.469,  0.666,  0.878,  0.000,  0.926,  0.000,  3.213,  0.665,  1.066
2002,  5, 11, 131,  0.000,  2.735,  0.725,  0.064,  0.438,  0.000,  0.222,  0.000,  0.751,  0.064,  0.276
2002,  5, 12, 132,  0.000,  2.546,  1.151,  0.526,  0.067,  0.000,  0.558,  0.000,  1.948,  0.526,  0.645
2002,  5, 13, 133,  0.000,  3.419,  1.621,  0.908,  0.000,  0.000,  0.712,  0.000,  2.986,  0.909,  0.809
2002,  5, 14, 134,  0.000,  3.979,  1.973,  0.504,  0.845,  0.000,  0.624,  0.000,  3.621,  0.504,  0.831
2002,  5, 15, 135,  0.000,  3.528,  1.215,  0.673,  0.000,  0.000,  0.542,  0.000,  2.923,  0.673,  0.663
2002,  5, 16, 136,  0.000,  3.061,  3.258,  2.239,  0.000,  0.000,  1.019,  0.000,  5.698,  2.241,  1.147
2002,  5, 17, 137,  0.000,  2.682,  3.210,  2.283,  0.000,  0.000,  0.927,  0.000,  5.697,  2.284,  1.059
2002,  5, 18, 138,  0.000,  2.310,  1.481,  0.632,  0.427,  0.000,  0.422,  0.000,  2.892,  0.632,  0.549
2002,  5, 19, 139,  0.000,  1.977,  1.157,  0.770,  0.000,  0.000,  0.387,  0.000,  2.722,  0.770,  0.464
2002,  5, 20, 140,  0.000,  1.702,  1.628,  1.178,  0.000,  0.000,  0.450,  0.000,  3.685,  1.178,  0.519
2002,  5, 21, 141,  0.000,  1.484,  2.743,  2.032,  0.000,  0.000,  0.711,  0.000,  6.358,  2.033,  0.925
2002,  5, 22, 142,  0.000,  1.308,  4.546,  1.947,  1.791,  0.000,  0.808,  0.000,  7.149,  1.946,  0.966
2002,  5, 23, 143,  0.000,  1.160,  0.416,  0.056,  0.298,  0.000,  0.062,  0.000,  0.511,  0.056,  0.081
2002,  5, 24, 144,  0.000,  1.036,  2.199,  1.194,  0.572,  0.000,  0.433,  0.000,  4.113,  1.195,  0.506
2002,  5, 25, 145,  0.000,  0.945,  1.360,  1.028, -0.000,  0.000,  0.332,  0.000,  3.446,  1.028,  0.383
2002,  5, 26, 146,  0.000,  0.896,  2.259,  1.825,  0.000,  0.000,  0.434,  0.000,  4.610,  1.826,  0.508
2002,  5, 27, 147,  0.000,  0.881,  2.319,  0.794,  1.252,  0.000,  0.272,  0.000,  3.267,  0.794,  0.335
2002,  5, 28, 148,  0.000,  0.875,  0.601,  0.479, -0.000,  0.000,  0.122,  0.000,  1.196,  0.479,  0.136
2002,  5, 29, 149,  0.000,  0.862,  1.688,  1.360,  0.000,  0.000,  0.329,  0.000,  4.168,  1.360,  0.394
2002,  5, 30, 150,  0.000,  0.839,  2.121,  1.763,  0.000,  0.000,  0.358,  0.000,  4.600,  1.764,  0.422
2002,  5, 31, 151,  0.000,  0.811,  2.250,  1.846,  0.000,  0.000,  0.404,  0.000,  5.492,  1.846,  0.498
2002,  6,  1, 152,  0.000,  0.779,  2.801,  2.423,  0.000,  0.000,  0.379,  0.000,  4.855,  2.424,  0.438
2002,  6,  2, 153,  0.000,  0.739,  3.549,  3.028,  0.000,  0.000,  0.522,  0.000,  7.249,  3.029,  0.658
2002,  6,  3, 154,  0.000,  0.693,  3.390,  2.835,  0.000,  0.000,  0.555,  0.000,  8.303,  2.837,  0.746
2002,  6,  4, 155,  0.000,  0.641,  3.788,  2.498,  0.856,  0.000,  0.433,  0.000,  5.836,  2.497,  0.520
2002,  6,  5, 156,  0.000,  0.587,  3.839,  2.450,  0.734,  0.000,  0.655,  0.000,  9.762,  2.450,  0.905
2002,  6,  6, 157,  0.000,  0.535,  1.170,  0.943,  0.031,  0.000,  0.196,  0.000,  2.269,  0.943,  0.234
2002,  6,  7, 158,  0.000,  0.485,  0.395,  0.063,  0.293,  0.000,  0.039,  0.000,  0.503,  0.063,  0.055
2002,  6,  8, 159,  0.000,  0.442,  1.383,  0.584,  0.602,  0.000,  0.198,  0.000,  2.252,  0.584,  0.241
2002,  6,  9, 160,  0.000,  0.404,  2.444,  0.950,  1.259,  0.000,  0.234,  0.000,  3.056,  0.950,  0.273
2002,  6, 10, 161,  0.000,  0.374,  1.732,  0.368,  1.171,  0.000,  0.193,  0.000,  2.529,  0.368,  0.261
2002,  6, 11, 162,  0.000,  0.354,  1.850,  0.496,  1.151,  0.000,  0.203,  0.000,  2.404,  0.496,  0.258
2002,  6, 12, 163,  0.000,  0.349,  1.025,  0.168,  0.752,  0.000,  0.106,  0.000,  1.288,  0.168,  0.145
2002,  6, 13, 164,  0.000,  0.370,  0.455,  0.000,  0.433,  0.000,  0.023,  0.000,  0.433,  0.000,  0.044
2002,  6, 14, 165,  0.000,  0.582,  1.827,  0.069,  1.623,  0.000,  0.135,  0.000,  1.819,  0.069,  0.198
2002,  6, 15, 166,  0.000,  6.116,  1.608,  1.192,  0.092,  0.000,  0.324,  0.000,  3.654,  1.192,  0.370
2002,  6, 16, 167,  0.000,  7.421,  1.359,  0.591,  0.582,  0.000,  0.186,  0.000,  2.151,  0.591,  0.220
2002,  6, 17, 168,  0.000,  5.582,  4.351,  3.770,  0.031,  0.000,  0.550,  0.000,  6.443,  3.771,  0.584
2002,  6, 18, 169,  0.000,  4.244,  5.015,  4.184,  0.027,  0.000,  0.804,  0.000,  9.825,  4.186,  0.900
2002,  6, 19, 170,  0.000,  3.274,  3.134,  2.553,  0.133,  0.000,  0.448,  0.000,  5.354,  2.554,  0.501
2002,  6, 20, 171,  0.000,  2.575,  3.314,  1.158,  1.724,  0.000,  0.432,  0.000,  5.842,  1.158,  0.545
2002,  6, 21, 172,  0.000,  2.090,  1.449,  1.182,  0.027,  0.000,  0.240,  0.000,  2.718,  1.183,  0.258
2002,  6, 22, 173,  0.000,  1.755,  2.905,  2.489,  0.000,  0.000,  0.417,  0.000,  4.974,  2.490,  0.458
2002,  6, 23, 174,  0.000,  1.536,  2.359,  1.479,  0.504,  0.000,  0.376,  0.000,  4.787,  1.479,  0.458
2002,  6, 24, 175,  0.000,  1.381,  2.910,  2.469,  0.000,  0.000,  0.441,  0.000,  5.542,  2.470,  0.503
2002,  6, 25, 176,  0.000,  1.249,  2.618,  2.224,  0.031,  0.000,  0.363,  0.000,  4.533,  2.225,  0.410
2002,  6, 26, 177,  0.000,  1.125,  3.397,  2.935,  0.000,  0.000,  0.462,  0.000,  5.966,  2.936,  0.529
2002,  6, 27, 178,  0.000,  1.010,  1.982,  1.353,  0.306,  0.000,  0.322,  0.000,  4.408,  1.352,  0.410
2002,  6, 28, 179,  0.000,  0.903,  2.076,  0.512,  1.319,  0.000,  0.245,  0.000,  3.414,  0.511,  0.365
2002,  6, 29, 180,  0.000,  0.810,  0.971,  0.678,  0.061,  0.000,  0.232,  0.000,  2.950,  0.678,  0.293
2002,  6, 30, 181,  0.000,  0.731,  2.811,  1.906,  0.398,  0.000,  0.507,  0.000,  6.932,  1.907,  0.658
2002,  7,  1, 182,  0.000,  0.663,  1.013,  0.108,  0.811,  0.000,  0.094,  0.000,  1.391,  0.108,  0.139
2002,  7,  2, 183,  0.000,  0.608,  1.700,  0.505,  0.964,  0.000,  0.231,  0.000,  2.882,  0.505,  0.301
2002,  7,  3, 184,  0.000,  0.565,  1.067,  0.132,  0.833,  0.000,  0.102,  0.000,  1.428,  0.132,  0.147
2002,  7,  4, 185,  0.000,  0.537,  0.855,  0.048,  0.741,  0.000,  0.066,  0.000,  1.004,  0.048,  0.111
2002,  7,  5, 186,  0.000,  0.531,  1.749,  1.143,  0.332,  0.000,  0.275,  0.000,  3.312,  1.143,  0.310
2002,  7,  6, 187,  0.000,  0.555,  1.455,  1.184,  0.000,  0.000,  0.271,  0.000,  3.221,  1.184,  0.299
2002,  7,  7, 188,  0.000,  0.619,  1.243,  0.956,  0.061,  0.000,  0.225,  0.000,  2.583,  0.957,  0.254
2002,  7,  8, 189,  0.000,  0.722,  4.250,  3.616,  0.000,  0.000,  0.634,  0.000,  8.007,  3.618,  0.724
2002,  7,  9, 190,  0.000,  0.824,  4.618,  3.672,  0.310,  0.000,  0.635,  0.000,  8.412,  3.673,  0.723
2002,  7, 10, 191,  0.000,  0.876,  3.473,  1.419,  1.653,  0.000,  0.400,  0.000,  5.420,  1.419,  0.485
2002,  7, 11, 192,  0.000,  0.866,  2.065,  1.619,  0.113,  0.000,  0.333,  0.000,  3.885,  1.620,  0.369
2002,  7, 12, 193,  0.000,  0.822,  3.094,  1.365,  1.421,  0.000,  0.308,  0.000,  4.026,  1.365,  0.357
2002,  7, 13, 194,  0.000,  0.775,  2.249,  0.764,  1.240,  0.000,  0.245,  0.000,  2.937,  0.764,  0.297
2002,  7, 14, 195,  0.000,  0.745,  0.383,  0.071,  0.274,  0.000,  0.039,  0.000,  0.469,  0.071,  0.051
2002,  7, 15, 196,  0.000,  0.739,  2.437,  1.505,  0.583,  0.000,  0.348,  0.000,  4.083,  1.506,  0.395
2002,  7, 16, 197,  0.000,  0.762,  2.408,  0.770,  1.362,  0.000,  0.276,  0.000,  3.673,  0.770,  0.344
2002,  7, 17, 198,  0.000, 20.645,  0.426,  0.047,  0.342,  0.000,  0.037,  0.000,  0.586,  0.047,  0.056
2002,  7, 18, 199,  0.000, 30.215,  0.132,  0.000,  0.128,  0.000,  0.004,  0.000,  0.128,  0.000,  0.013
2002,  7, 19, 200,  0.000, 14.556,  0.347,  0.000,  0.328,  0.000,  0.019,  0.000,  0.328,  0.000,  0.036
2002,  7, 20, 201,  0.000,  9.617,  2.839,  1.411,  1.139,  0.000,  0.289,  0.000,  3.459,  1.411,  0.325
2002,  7, 21, 202,  0.000,  6.741,  1.915,  0.499,  1.194,  0.000,  0.222,  0.000,  2.665,  0.499,  0.291
2002,  7, 22, 203,  0.000,  5.283,  0.832,  0.521,  0.093,  0.000,  0.218,  0.000,  2.521,  0.521,  0.268
2002,  7, 23, 204,  0.000,  4.788,  1.890,  0.432,  1.241,  0.000,  0.217,  0.000,  2.947,  0.432,  0.292
2002,  7, 24, 205,  0.000,  4.284,  1.745,  0.386,  1.163,  0.000,  0.195,  0.000,  2.479,  0.386,  0.261
2002,  7, 25, 206,  0.000,  4.279,  2.058,  0.619,  1.199,  0.000,  0.240,  0.000,  3.102,  0.619,  0.306
2002,  7, 26, 207,  0.000,  5.643,  0.206,  0.034,  0.156,  0.000,  0.016,  0.000,  0.267,  0.034,  0.026
